"" "ensembl_gene_id" "entrezgene_id"
"10848" "ENSG00000197991" NA
"10849" "ENSG00000235394" NA
"10850" "ENSG00000121892" 23244
"10851" "ENSG00000071203" 54860
"10852" "ENSG00000169562" 2705
"10853" "ENSG00000196459" 6399
"10854" "ENSG00000249934" NA
"10855" "ENSG00000270240" NA
"10856" "ENSG00000145337" 100996939
"10857" "ENSG00000271503" 6352
"10858" "ENSG00000267597" NA
"10859" "ENSG00000069764" 8399
"10860" "ENSG00000255072" 84992
"10861" "ENSG00000234033" NA
"10862" "ENSG00000273373" NA
"10863" "ENSG00000280154" NA
"10864" "ENSG00000224699" NA
"10865" "ENSG00000214076" NA
"10866" "ENSG00000197563" 23556
"10867" "ENSG00000242082" NA
"10868" "ENSG00000167862" 3396
"10869" "ENSG00000238072" NA
"10870" "ENSG00000257797" NA
"10871" "ENSG00000188089" 123745
"10872" "ENSG00000158467" 23382
"10873" "ENSG00000100191" 6527
"10874" "ENSG00000227028" NA
"10875" "ENSG00000275066" 11276
"10876" "ENSG00000213876" NA
"10877" "ENSG00000231834" 3105
"10878" "ENSG00000261523" NA
"10879" "ENSG00000270856" NA
"10880" "ENSG00000276828" NA
"10881" "ENSG00000230930" 1302
"10882" "ENSG00000246740" NA
"10883" "ENSG00000227615" NA
"10884" "ENSG00000259065" NA
"10885" "ENSG00000084731" 3797
"10886" "ENSG00000236496" NA
"10887" "ENSG00000229184" NA
"10888" "ENSG00000162408" 79707
"10889" "ENSG00000142515" 354
"10890" "ENSG00000106609" 55069
"10891" "ENSG00000226627" NA
"10892" "ENSG00000164647" 26872
"10893" "ENSG00000138641" 8916
"10894" "ENSG00000286708" NA
"10895" "ENSG00000280089" NA
"10896" "ENSG00000279459" NA
"10897" "ENSG00000263698" NA
"10898" "ENSG00000134765" 1823
"10899" "ENSG00000256458" NA
"10900" "ENSG00000229519" NA
"10901" "ENSG00000263956" 200030
"10902" "ENSG00000104823" 1891
"10903" "ENSG00000269786" NA
"10904" "ENSG00000268483" NA
"10905" "ENSG00000130254" 9667
"10906" "ENSG00000168679" 9122
"10907" "ENSG00000262050" NA
"10908" "ENSG00000287546" NA
"10909" "ENSG00000259271" NA
"10910" "ENSG00000132361" 23277
"10911" "ENSG00000249288" NA
"10912" "ENSG00000254472" NA
"10913" "ENSG00000280537" NA
"10914" "ENSG00000254637" NA
"10915" "ENSG00000100181" 387590
"10916" "ENSG00000109680" 55296
"10917" "ENSG00000235068" 5460
"10918" "ENSG00000254940" NA
"10919" "ENSG00000254624" NA
"10920" "ENSG00000142864" 26135
"10921" "ENSG00000258817" 283092
"10922" "ENSG00000061656" 6676
"10923" "ENSG00000197045" 2764
"10924" "ENSG00000221954" 283093
"10925" "ENSG00000249429" NA
"10926" "ENSG00000187736" 79840
"10927" "ENSG00000283605" NA
"10928" "ENSG00000251205" NA
"10929" "ENSG00000260811" 403257
"10930" "ENSG00000164509" 133396
"10931" "ENSG00000122565" 11335
"10932" "ENSG00000260595" NA
"10933" "ENSG00000255199" NA
"10934" "ENSG00000249881" NA
"10935" "ENSG00000153498" 122258
"10936" "ENSG00000241170" NA
"10937" "ENSG00000249263" NA
"10938" "ENSG00000158497" 57824
"10939" "ENSG00000183562" NA
"10940" "ENSG00000273244" NA
"10941" "ENSG00000235411" NA
"10942" "ENSG00000225869" NA
"10943" "ENSG00000236346" 4795
"10944" "ENSG00000213309" NA
"10945" "ENSG00000283633" NA
"10946" "ENSG00000249755" NA
"10947" "ENSG00000166439" 254225
"10948" "ENSG00000271771" NA
"10949" "ENSG00000259609" NA
"10950" "ENSG00000285122" NA
"10951" "ENSG00000189295" NA
"10952" "ENSG00000082929" 10141
"10953" "ENSG00000177432" 266812
"10954" "ENSG00000025800" 23633
"10955" "ENSG00000157933" 6497
"10956" "ENSG00000104951" 259307
"10957" "ENSG00000287542" 8916
"10958" "ENSG00000241717" NA
"10959" "ENSG00000278879" NA
"10960" "ENSG00000286943" NA
"10961" "ENSG00000229578" NA
"10962" "ENSG00000267338" NA
"10963" "ENSG00000101327" 5173
"10964" "ENSG00000236105" NA
"10965" "ENSG00000166435" 143570
"10966" "ENSG00000270830" NA
"10967" "ENSG00000251601" NA
"10968" "ENSG00000260430" NA
"10969" "ENSG00000250360" NA
"10970" "ENSG00000230142" NA
"10971" "ENSG00000223364" NA
"10972" "ENSG00000278389" NA
"10973" "ENSG00000227611" NA
"10974" "ENSG00000228583" NA
"10975" "ENSG00000232758" NA
"10976" "ENSG00000278698" NA
"10977" "ENSG00000229307" NA
"10978" "ENSG00000174408" NA
"10979" "ENSG00000232105" NA
"10980" "ENSG00000277863" NA
"10981" "ENSG00000279157" NA
"10982" "ENSG00000285643" NA
"10983" "ENSG00000268083" NA
"10984" "ENSG00000286093" NA
"10985" "ENSG00000213901" 151295
"10986" "ENSG00000175344" 1139
"10987" "ENSG00000109265" 57482
"10988" "ENSG00000204619" 6992
"10989" "ENSG00000104824" 3191
"10990" "ENSG00000248172" NA
"10991" "ENSG00000233896" NA
"10992" "ENSG00000246640" NA
"10993" "ENSG00000167863" 10476
"10994" "ENSG00000287822" NA
"10995" "ENSG00000183807" 221303
"10996" "ENSG00000125844" 6238
"10997" "ENSG00000251073" NA
"10998" "ENSG00000122566" 3181
"10999" "ENSG00000248429" NA
"11000" "ENSG00000286790" NA
"11001" "ENSG00000103528" 51760
"11002" "ENSG00000154144" 84897
"11003" "ENSG00000198658" NA
"11004" "ENSG00000111971" 80741
"11005" "ENSG00000225080" NA
"11006" "ENSG00000262714" NA
"11007" "ENSG00000250135" NA
"11008" "ENSG00000279741" NA
"11009" "ENSG00000204618" 80352
"11010" "ENSG00000270993" NA
"11011" "ENSG00000255442" NA
"11012" "ENSG00000280027" NA
"11013" "ENSG00000180901" 23510
"11014" "ENSG00000287538" NA
"11015" "ENSG00000286983" NA
"11016" "ENSG00000104946" 79735
"11017" "ENSG00000271253" NA
"11018" "ENSG00000198729" 81706
"11019" "ENSG00000236919" NA
"11020" "ENSG00000221926" 10626
"11021" "ENSG00000276920" 85409
"11022" "ENSG00000255500" NA
"11023" "ENSG00000286722" NA
"11024" "ENSG00000251573" NA
"11025" "ENSG00000122644" 10124
"11026" "ENSG00000248918" NA
"11027" "ENSG00000276994" NA
"11028" "ENSG00000235200" NA
"11029" "ENSG00000273546" NA
"11030" "ENSG00000278734" NA
"11031" "ENSG00000240627" NA
"11032" "ENSG00000157800" 84255
"11033" "ENSG00000108852" 4355
"11034" "ENSG00000273735" 3812
"11035" "ENSG00000163357" 149095
"11036" "ENSG00000228607" 644672
"11037" "ENSG00000104972" 10859
"11038" "ENSG00000259663" NA
"11039" "ENSG00000064489" NA
"11040" "ENSG00000280618" 23191
"11041" "ENSG00000229330" NA
"11042" "ENSG00000264630" NA
"11043" "ENSG00000224362" NA
"11044" "ENSG00000250324" NA
"11045" "ENSG00000224108" NA
"11046" "ENSG00000259121" NA
"11047" "ENSG00000016082" 3670
"11048" "ENSG00000258591" NA
"11049" "ENSG00000255042" NA
"11050" "ENSG00000286302" NA
"11051" "ENSG00000154229" 5578
"11052" "ENSG00000226109" NA
"11053" "ENSG00000165462" 401
"11054" "ENSG00000116748" 270
"11055" "ENSG00000235915" 7940
"11056" "ENSG00000230915" NA
"11057" "ENSG00000255001" NA
"11058" "ENSG00000100934" 10484
"11059" "ENSG00000225086" NA
"11060" "ENSG00000227057" 9277
"11061" "ENSG00000230745" NA
"11062" "ENSG00000165458" 3636
"11063" "ENSG00000181163" 4869
"11064" "ENSG00000205730" 162073
"11065" "ENSG00000124784" 83732
"11066" "ENSG00000274296" 26063
"11067" "ENSG00000280087" NA
"11068" "ENSG00000130203" 348
"11069" "ENSG00000132688" 10763
"11070" "ENSG00000261427" NA
"11071" "ENSG00000261759" NA
"11072" "ENSG00000276586" NA
"11073" "ENSG00000166143" 54866
"11074" "ENSG00000273325" NA
"11075" "ENSG00000271465" NA
"11076" "ENSG00000276534" NA
"11077" "ENSG00000234626" NA
"11078" "ENSG00000143320" 1382
"11079" "ENSG00000109083" 90410
"11080" "ENSG00000272763" NA
"11081" "ENSG00000130208" 341
"11082" "ENSG00000237655" NA
"11083" "ENSG00000078900" 7161
"11084" "ENSG00000197557" 92104
"11085" "ENSG00000242067" NA
"11086" "ENSG00000244649" NA
"11087" "ENSG00000091127" 54517
"11088" "ENSG00000227835" NA
"11089" "ENSG00000269688" NA
"11090" "ENSG00000137747" 84000
"11091" "ENSG00000268756" NA
"11092" "ENSG00000064199" 53340
"11093" "ENSG00000224712" 642778
"11094" "ENSG00000244559" NA
"11095" "ENSG00000101346" 23509
"11096" "ENSG00000285570" NA
"11097" "ENSG00000237588" NA
"11098" "ENSG00000169174" 255738
"11099" "ENSG00000104973" 81857
"11100" "ENSG00000223356" NA
"11101" "ENSG00000277650" NA
"11102" "ENSG00000213999" 4207
"11103" "ENSG00000213999" 100271849
"11104" "ENSG00000232093" NA
"11105" "ENSG00000276518" NA
"11106" "ENSG00000204220" 10471
"11107" "ENSG00000273517" NA
"11108" "ENSG00000166145" 6692
"11109" "ENSG00000274676" NA
"11110" "ENSG00000050344" 9603
"11111" "ENSG00000110013" 54414
"11112" "ENSG00000275564" 2204
"11113" "ENSG00000259170" NA
"11114" "ENSG00000231158" NA
"11115" "ENSG00000007001" 151531
"11116" "ENSG00000286165" NA
"11117" "ENSG00000138381" 54529
"11118" "ENSG00000143303" 51093
"11119" "ENSG00000102218" 6102
"11120" "ENSG00000274193" 3805
"11121" "ENSG00000274193" 112268354
"11122" "ENSG00000205581" 3150
"11123" "ENSG00000287850" NA
"11124" "ENSG00000228937" NA
"11125" "ENSG00000237441" 5863
"11126" "ENSG00000237327" NA
"11127" "ENSG00000257108" 283948
"11128" "ENSG00000204904" NA
"11129" "ENSG00000270557" NA
"11130" "ENSG00000224730" NA
"11131" "ENSG00000271320" NA
"11132" "ENSG00000151834" 2555
"11133" "ENSG00000124702" 116138
"11134" "ENSG00000231561" NA
"11135" "ENSG00000286053" 110599588
"11136" "ENSG00000007541" 9091
"11137" "ENSG00000257743" 93432
"11138" "ENSG00000243167" NA
"11139" "ENSG00000109084" 27346
"11140" "ENSG00000181036" 343413
"11141" "ENSG00000172954" 253558
"11142" "ENSG00000229929" 56658
"11143" "ENSG00000152578" 2893
"11144" "ENSG00000173612" 222545
"11145" "ENSG00000256167" NA
"11146" "ENSG00000255870" NA
"11147" "ENSG00000106477" 95681
"11148" "ENSG00000257101" NA
"11149" "ENSG00000258651" NA
"11150" "ENSG00000254609" NA
"11151" "ENSG00000267065" NA
"11152" "ENSG00000261695" NA
"11153" "ENSG00000287836" NA
"11154" "ENSG00000213561" NA
"11155" "ENSG00000287303" NA
"11156" "ENSG00000028839" 9519
"11157" "ENSG00000267535" NA
"11158" "ENSG00000273338" NA
"11159" "ENSG00000265844" NA
"11160" "ENSG00000129422" 57509
"11161" "ENSG00000254852" 642799
"11162" "ENSG00000137960" 54810
"11163" "ENSG00000005436" 6936
"11164" "ENSG00000184162" 126382
"11165" "ENSG00000143319" 81875
"11166" "ENSG00000248697" NA
"11167" "ENSG00000255037" NA
"11168" "ENSG00000213560" NA
"11169" "ENSG00000241322" 374286
"11170" "ENSG00000162616" 11080
"11171" "ENSG00000255277" NA
"11172" "ENSG00000110697" 9600
"11173" "ENSG00000213281" 4893
"11174" "ENSG00000100353" 8664
"11175" "ENSG00000285928" NA
"11176" "ENSG00000261183" NA
"11177" "ENSG00000236315" 259197
"11178" "ENSG00000276482" 10723
"11179" "ENSG00000185271" 123103
"11180" "ENSG00000112640" 5528
"11181" "ENSG00000249338" NA
"11182" "ENSG00000064490" 8625
"11183" "ENSG00000248891" NA
"11184" "ENSG00000232724" NA
"11185" "ENSG00000288035" NA
"11186" "ENSG00000251125" NA
"11187" "ENSG00000123977" 164781
"11188" "ENSG00000278718" 79792
"11189" "ENSG00000136144" 55213
"11190" "ENSG00000116151" 79906
"11191" "ENSG00000286469" NA
"11192" "ENSG00000099866" 8174
"11193" "ENSG00000228669" NA
"11194" "ENSG00000221826" 5671
"11195" "ENSG00000146955" 401409
"11196" "ENSG00000225339" NA
"11197" "ENSG00000231226" NA
"11198" "ENSG00000223544" NA
"11199" "ENSG00000204616" 11074
"11200" "ENSG00000266261" NA
"11201" "ENSG00000108452" NA
"11202" "ENSG00000159337" 283748
"11203" "ENSG00000251537" NA
"11204" "ENSG00000186577" 221491
"11205" "ENSG00000274219" NA
"11206" "ENSG00000259162" NA
"11207" "ENSG00000143387" 1513
"11208" "ENSG00000205853" 10737
"11209" "ENSG00000278744" NA
"11210" "ENSG00000233922" NA
"11211" "ENSG00000146411" 154091
"11212" "ENSG00000224619" NA
"11213" "ENSG00000282412" NA
"11214" "ENSG00000276914" 123811
"11215" "ENSG00000286594" NA
"11216" "ENSG00000167751" 3817
"11217" "ENSG00000286082" NA
"11218" "ENSG00000101350" 9371
"11219" "ENSG00000272161" NA
"11220" "ENSG00000232169" 23
"11221" "ENSG00000169223" 10960
"11222" "ENSG00000269896" NA
"11223" "ENSG00000249270" NA
"11224" "ENSG00000235343" NA
"11225" "ENSG00000287356" NA
"11226" "ENSG00000279470" NA
"11227" "ENSG00000288024" NA
"11228" "ENSG00000248789" NA
"11229" "ENSG00000272420" NA
"11230" "ENSG00000172967" 150165
"11231" "ENSG00000273991" 10990
"11232" "ENSG00000244621" NA
"11233" "ENSG00000271093" NA
"11234" "ENSG00000235863" 8705
"11235" "ENSG00000250827" NA
"11236" "ENSG00000128276" 10738
"11237" "ENSG00000266933" NA
"11238" "ENSG00000249532" NA
"11239" "ENSG00000280099" NA
"11240" "ENSG00000141933" 91978
"11241" "ENSG00000271420" NA
"11242" "ENSG00000229027" 27437
"11243" "ENSG00000249509" 105377372
"11244" "ENSG00000173662" 80835
"11245" "ENSG00000178403" 63973
"11246" "ENSG00000234121" NA
"11247" "ENSG00000224690" NA
"11248" "ENSG00000068831" 10235
"11249" "ENSG00000283535" NA
"11250" "ENSG00000172497" 134526
"11251" "ENSG00000243519" NA
"11252" "ENSG00000237835" NA
"11253" "ENSG00000250966" NA
"11254" "ENSG00000241954" NA
"11255" "ENSG00000220248" NA
"11256" "ENSG00000248439" NA
"11257" "ENSG00000270800" 100529239
"11258" "ENSG00000230736" NA
"11259" "ENSG00000227248" NA
"11260" "ENSG00000226484" NA
"11261" "ENSG00000276740" NA
"11262" "ENSG00000273550" NA
"11263" "ENSG00000115364" 9801
"11264" "ENSG00000097096" 84144
"11265" "ENSG00000174720" 51574
"11266" "ENSG00000171368" 11076
"11267" "ENSG00000204442" 728215
"11268" "ENSG00000165164" 286464
"11269" "ENSG00000249330" NA
"11270" "ENSG00000227564" NA
"11271" "ENSG00000256029" NA
"11272" "ENSG00000228692" NA
"11273" "ENSG00000155719" 146183
"11274" "ENSG00000287996" NA
"11275" "ENSG00000237689" NA
"11276" "ENSG00000131864" 57663
"11277" "ENSG00000206315" 5089
"11278" "ENSG00000273850" 28227
"11279" "ENSG00000242227" 3139
"11280" "ENSG00000282907" NA
"11281" "ENSG00000271781" NA
"11282" "ENSG00000274052" NA
"11283" "ENSG00000112877" 55722
"11284" "ENSG00000231061" NA
"11285" "ENSG00000255403" NA
"11286" "ENSG00000274718" NA
"11287" "ENSG00000239927" 79897
"11288" "ENSG00000239927" 202658
"11289" "ENSG00000237378" 112267897
"11290" "ENSG00000286343" NA
"11291" "ENSG00000183643" 145858
"11292" "ENSG00000158315" 54933
"11293" "ENSG00000075429" 27091
"11294" "ENSG00000272668" NA
"11295" "ENSG00000102221" 9767
"11296" "ENSG00000285764" NA
"11297" "ENSG00000141946" 114026
"11298" "ENSG00000188004" NA
"11299" "ENSG00000234890" NA
"11300" "ENSG00000227480" NA
"11301" "ENSG00000124614" 6204
"11302" "ENSG00000153237" 130940
"11303" "ENSG00000075461" 27092
"11304" "ENSG00000270293" NA
"11305" "ENSG00000274944" NA
"11306" "ENSG00000213085" 25790
"11307" "ENSG00000204197" 3833
"11308" "ENSG00000225323" NA
"11309" "ENSG00000264491" NA
"11310" "ENSG00000235538" NA
"11311" "ENSG00000265664" NA
"11312" "ENSG00000176882" NA
"11313" "ENSG00000286280" NA
"11314" "ENSG00000174405" 3981
"11315" "ENSG00000239393" NA
"11316" "ENSG00000286045" NA
"11317" "ENSG00000152213" 115761
"11318" "ENSG00000279980" NA
"11319" "ENSG00000046651" 8481
"11320" "ENSG00000233333" NA
"11321" "ENSG00000238244" NA
"11322" "ENSG00000273637" NA
"11323" "ENSG00000226247" NA
"11324" "ENSG00000271452" NA
"11325" "ENSG00000101109" 6789
"11326" "ENSG00000116954" 64121
"11327" "ENSG00000270996" NA
"11328" "ENSG00000278152" NA
"11329" "ENSG00000270462" NA
"11330" "ENSG00000270696" NA
"11331" "ENSG00000205413" 54809
"11332" "ENSG00000260422" NA
"11333" "ENSG00000286573" NA
"11334" "ENSG00000285858" NA
"11335" "ENSG00000258873" 503835
"11336" "ENSG00000146232" 4794
"11337" "ENSG00000230627" NA
"11338" "ENSG00000280484" NA
"11339" "ENSG00000233921" NA
"11340" "ENSG00000280769" NA
"11341" "ENSG00000229384" NA
"11342" "ENSG00000225877" NA
"11343" "ENSG00000280877" NA
"11344" "ENSG00000230279" 4049
"11345" "ENSG00000238092" NA
"11346" "ENSG00000237629" NA
"11347" "ENSG00000270790" NA
"11348" "ENSG00000281050" NA
"11349" "ENSG00000214114" 26292
"11350" "ENSG00000229943" NA
"11351" "ENSG00000228099" NA
"11352" "ENSG00000268412" NA
"11353" "ENSG00000248257" NA
"11354" "ENSG00000286044" NA
"11355" "ENSG00000270558" NA
"11356" "ENSG00000258647" NA
"11357" "ENSG00000216639" NA
"11358" "ENSG00000277692" NA
"11359" "ENSG00000139826" 84945
"11360" "ENSG00000166971" 64400
"11361" "ENSG00000219902" NA
"11362" "ENSG00000270734" NA
"11363" "ENSG00000231628" NA
"11364" "ENSG00000124467" 440533
"11365" "ENSG00000177409" 219285
"11366" "ENSG00000103512" 23420
"11367" "ENSG00000279265" NA
"11368" "ENSG00000280347" NA
"11369" "ENSG00000085377" 5550
"11370" "ENSG00000286023" NA
"11371" "ENSG00000224138" NA
"11372" "ENSG00000073861" 30009
"11373" "ENSG00000286497" NA
"11374" "ENSG00000048405" 168850
"11375" "ENSG00000235549" NA
"11376" "ENSG00000268379" NA
"11377" "ENSG00000132510" 23135
"11378" "ENSG00000232715" NA
"11379" "ENSG00000141505" 432
"11380" "ENSG00000231849" NA
"11381" "ENSG00000228436" NA
"11382" "ENSG00000224324" NA
"11383" "ENSG00000253168" NA
"11384" "ENSG00000054118" 9967
"11385" "ENSG00000233350" NA
"11386" "ENSG00000164171" 3673
"11387" "ENSG00000273472" NA
"11388" "ENSG00000104213" 5157
"11389" "ENSG00000240833" NA
"11390" "ENSG00000244538" NA
"11391" "ENSG00000228122" NA
"11392" "ENSG00000249064" NA
"11393" "ENSG00000100532" 10668
"11394" "ENSG00000254901" 729991
"11395" "ENSG00000131233" 81025
"11396" "ENSG00000237358" NA
"11397" "ENSG00000250508" NA
"11398" "ENSG00000225480" NA
"11399" "ENSG00000261738" NA
"11400" "ENSG00000258676" NA
"11401" "ENSG00000158714" 56833
"11402" "ENSG00000230481" NA
"11403" "ENSG00000237687" NA
"11404" "ENSG00000253691" NA
"11405" "ENSG00000230983" NA
"11406" "ENSG00000253460" NA
"11407" "ENSG00000277466" NA
"11408" "ENSG00000260337" NA
"11409" "ENSG00000063322" 55588
"11410" "ENSG00000251516" NA
"11411" "ENSG00000204979" 503497
"11412" "ENSG00000155330" 388272
"11413" "ENSG00000269954" NA
"11414" "ENSG00000261213" NA
"11415" "ENSG00000205794" NA
"11416" "ENSG00000248977" NA
"11417" "ENSG00000136573" 640
"11418" "ENSG00000078177" 55728
"11419" "ENSG00000273661" NA
"11420" "ENSG00000237413" NA
"11421" "ENSG00000243284" 391123
"11422" "ENSG00000162624" 431707
"11423" "ENSG00000122420" 5737
"11424" "ENSG00000236511" NA
"11425" "ENSG00000133110" 10631
"11426" "ENSG00000233570" NA
"11427" "ENSG00000258586" NA
"11428" "ENSG00000277246" NA
"11429" "ENSG00000102524" 10673
"11430" "ENSG00000272298" NA
"11431" "ENSG00000270576" NA
"11432" "ENSG00000240484" NA
"11433" "ENSG00000272325" 11165
"11434" "ENSG00000227556" NA
"11435" "ENSG00000260889" NA
"11436" "ENSG00000275965" NA
"11437" "ENSG00000287751" NA
"11438" "ENSG00000237911" NA
"11439" "ENSG00000271763" NA
"11440" "ENSG00000230528" NA
"11441" "ENSG00000108846" 8714
"11442" "ENSG00000258527" NA
"11443" "ENSG00000039650" 11284
"11444" "ENSG00000138658" 55345
"11445" "ENSG00000286084" NA
"11446" "ENSG00000261725" NA
"11447" "ENSG00000258562" NA
"11448" "ENSG00000220583" NA
"11449" "ENSG00000224127" NA
"11450" "ENSG00000278908" NA
"11451" "ENSG00000224149" NA
"11452" "ENSG00000258922" NA
"11453" "ENSG00000188996" 135458
"11454" "ENSG00000269391" NA
"11455" "ENSG00000272463" NA
"11456" "ENSG00000185442" 400451
"11457" "ENSG00000287490" NA
"11458" "ENSG00000230433" NA
"11459" "ENSG00000092094" 55644
"11460" "ENSG00000188536" 3040
"11461" "ENSG00000227372" NA
"11462" "ENSG00000189423" NA
"11463" "ENSG00000283132" NA
"11464" "ENSG00000271911" NA
"11465" "ENSG00000213232" NA
"11466" "ENSG00000283214" NA
"11467" "ENSG00000112685" 55770
"11468" "ENSG00000283659" NA
"11469" "ENSG00000271717" NA
"11470" "ENSG00000090661" 79603
"11471" "ENSG00000153820" 80309
"11472" "ENSG00000251039" NA
"11473" "ENSG00000139737" 122060
"11474" "ENSG00000276172" NA
"11475" "ENSG00000084733" 10890
"11476" "ENSG00000185002" 222546
"11477" "ENSG00000251546" NA
"11478" "ENSG00000115484" 10575
"11479" "ENSG00000256681" NA
"11480" "ENSG00000254009" NA
"11481" "ENSG00000286721" NA
"11482" "ENSG00000175581" 51642
"11483" "ENSG00000279722" NA
"11484" "ENSG00000260075" NA
"11485" "ENSG00000250036" NA
"11486" "ENSG00000223593" NA
"11487" "ENSG00000259926" NA
"11488" "ENSG00000258897" NA
"11489" "ENSG00000223577" NA
"11490" "ENSG00000279344" NA
"11491" "ENSG00000108509" 23125
"11492" "ENSG00000129521" 112399
"11493" "ENSG00000226408" NA
"11494" "ENSG00000103479" 5934
"11495" "ENSG00000248783" NA
"11496" "ENSG00000083844" 9422
"11497" "ENSG00000171863" 6201
"11498" "ENSG00000232482" NA
"11499" "ENSG00000253954" NA
"11500" "ENSG00000223669" NA
"11501" "ENSG00000239930" NA
"11502" "ENSG00000101188" 4923
"11503" "ENSG00000259064" NA
"11504" "ENSG00000227247" NA
"11505" "ENSG00000234660" NA
"11506" "ENSG00000231867" NA
"11507" "ENSG00000204219" 6920
"11508" "ENSG00000274215" NA
"11509" "ENSG00000235440" NA
"11510" "ENSG00000260361" NA
"11511" "ENSG00000232225" NA
"11512" "ENSG00000160190" 54020
"11513" "ENSG00000224120" 221545
"11514" "ENSG00000275314" NA
"11515" "ENSG00000230108" 7124
"11516" "ENSG00000271795" NA
"11517" "ENSG00000184956" 4588
"11518" "ENSG00000249467" NA
"11519" "ENSG00000258741" NA
"11520" "ENSG00000086570" 2196
"11521" "ENSG00000286475" NA
"11522" "ENSG00000225530" NA
"11523" "ENSG00000231655" NA
"11524" "ENSG00000273321" NA
"11525" "ENSG00000204564" 221545
"11526" "ENSG00000173926" 115123
"11527" "ENSG00000214465" NA
"11528" "ENSG00000271395" NA
"11529" "ENSG00000235510" NA
"11530" "ENSG00000236176" NA
"11531" "ENSG00000223723" NA
"11532" "ENSG00000226037" NA
"11533" "ENSG00000227133" NA
"11534" "ENSG00000124733" 4201
"11535" "ENSG00000234227" NA
"11536" "ENSG00000283384" NA
"11537" "ENSG00000231069" NA
"11538" "ENSG00000237951" NA
"11539" "ENSG00000232087" NA
"11540" "ENSG00000262795" 3460
"11541" "ENSG00000282201" NA
"11542" "ENSG00000103200" NA
"11543" "ENSG00000258515" NA
"11544" "ENSG00000251112" NA
"11545" "ENSG00000248131" NA
"11546" "ENSG00000133997" 10001
"11547" "ENSG00000165389" 171546
"11548" "ENSG00000124490" 7180
"11549" "ENSG00000249053" NA
"11550" "ENSG00000238139" NA
"11551" "ENSG00000254518" NA
"11552" "ENSG00000232048" NA
"11553" "ENSG00000233503" NA
"11554" "ENSG00000169220" 10636
"11555" "ENSG00000248457" NA
"11556" "ENSG00000105146" 6795
"11557" "ENSG00000196391" 342132
"11558" "ENSG00000287128" NA
"11559" "ENSG00000219993" NA
"11560" "ENSG00000226739" NA
"11561" "ENSG00000248145" NA
"11562" "ENSG00000227589" NA
"11563" "ENSG00000230879" NA
"11564" "ENSG00000229618" NA
"11565" "ENSG00000234115" NA
"11566" "ENSG00000285566" 647264
"11567" "ENSG00000116717" 1647
"11568" "ENSG00000231377" 8449
"11569" "ENSG00000116213" 49856
"11570" "ENSG00000219926" NA
"11571" "ENSG00000242608" NA
"11572" "ENSG00000286360" NA
"11573" "ENSG00000253980" NA
"11574" "ENSG00000248462" NA
"11575" "ENSG00000113263" 3702
"11576" "ENSG00000236498" NA
"11577" "ENSG00000240268" NA
"11578" "ENSG00000261189" NA
"11579" "ENSG00000138814" 5530
"11580" "ENSG00000254872" 101927503
"11581" "ENSG00000166573" 2587
"11582" "ENSG00000287550" NA
"11583" "ENSG00000243744" NA
"11584" "ENSG00000237713" NA
"11585" "ENSG00000162004" 124093
"11586" "ENSG00000272485" NA
"11587" "ENSG00000254840" NA
"11588" "ENSG00000219712" NA
"11589" "ENSG00000227663" NA
"11590" "ENSG00000187944" 401027
"11591" "ENSG00000264236" NA
"11592" "ENSG00000264736" NA
"11593" "ENSG00000263637" NA
"11594" "ENSG00000271727" NA
"11595" "ENSG00000264015" NA
"11596" "ENSG00000264472" NA
"11597" "ENSG00000267241" NA
"11598" "ENSG00000125834" 140901
"11599" "ENSG00000287293" NA
"11600" "ENSG00000273584" NA
"11601" "ENSG00000227455" NA
"11602" "ENSG00000114942" 1933
"11603" "ENSG00000150636" 79839
"11604" "ENSG00000204560" 8449
"11605" "ENSG00000232218" NA
"11606" "ENSG00000214883" NA
"11607" "ENSG00000273240" NA
"11608" "ENSG00000280176" NA
"11609" "ENSG00000276433" 115653
"11610" "ENSG00000287877" NA
"11611" "ENSG00000151687" 150709
"11612" "ENSG00000269742" NA
"11613" "ENSG00000217878" NA
"11614" "ENSG00000224330" NA
"11615" "ENSG00000197134" 113835
"11616" "ENSG00000286108" NA
"11617" "ENSG00000227674" NA
"11618" "ENSG00000206314" 63940
"11619" "ENSG00000213875" NA
"11620" "ENSG00000251168" NA
"11621" "ENSG00000287947" NA
"11622" "ENSG00000235772" NA
"11623" "ENSG00000263160" 757
"11624" "ENSG00000237610" NA
"11625" "ENSG00000137959" 10964
"11626" "ENSG00000160188" 89765
"11627" "ENSG00000237849" NA
"11628" "ENSG00000273976" 283767
"11629" "ENSG00000185926" 119749
"11630" "ENSG00000255312" NA
"11631" "ENSG00000280122" NA
"11632" "ENSG00000249936" NA
"11633" "ENSG00000070778" 11099
"11634" "ENSG00000267521" NA
"11635" "ENSG00000155868" 9443
"11636" "ENSG00000228705" NA
"11637" "ENSG00000267568" NA
"11638" "ENSG00000188760" 130612
"11639" "ENSG00000170516" 170712
"11640" "ENSG00000280338" NA
"11641" "ENSG00000277267" NA
"11642" "ENSG00000280251" NA
"11643" "ENSG00000249486" NA
"11644" "ENSG00000167889" 146664
"11645" "ENSG00000283601" NA
"11646" "ENSG00000274271" NA
"11647" "ENSG00000270989" NA
"11648" "ENSG00000274081" 22827
"11649" "ENSG00000206312" 4855
"11650" "ENSG00000135077" 84868
