"" "ensembl_gene_id" "entrezgene_id"
"24587" "ENSG00000236026" NA
"24588" "ENSG00000259239" NA
"24589" "ENSG00000229303" NA
"24590" "ENSG00000279886" NA
"24591" "ENSG00000204699" NA
"24592" "ENSG00000275497" NA
"24593" "ENSG00000124143" 343578
"24594" "ENSG00000235959" NA
"24595" "ENSG00000230400" NA
"24596" "ENSG00000236750" NA
"24597" "ENSG00000085998" 55624
"24598" "ENSG00000111790" 26127
"24599" "ENSG00000138744" 27163
"24600" "ENSG00000251508" NA
"24601" "ENSG00000235708" 1302
"24602" "ENSG00000231940" NA
"24603" "ENSG00000153923" 9629
"24604" "ENSG00000283072" NA
"24605" "ENSG00000135778" 84284
"24606" "ENSG00000228459" NA
"24607" "ENSG00000250616" NA
"24608" "ENSG00000213959" NA
"24609" "ENSG00000215553" NA
"24610" "ENSG00000090238" 83719
"24611" "ENSG00000267108" NA
"24612" "ENSG00000228364" NA
"24613" "ENSG00000239830" NA
"24614" "ENSG00000278795" NA
"24615" "ENSG00000204703" 442184
"24616" "ENSG00000286655" NA
"24617" "ENSG00000183844" 54097
"24618" "ENSG00000204702" 442185
"24619" "ENSG00000237128" NA
"24620" "ENSG00000224689" NA
"24621" "ENSG00000224439" NA
"24622" "ENSG00000231868" NA
"24623" "ENSG00000224496" 135644
"24624" "ENSG00000181123" NA
"24625" "ENSG00000145386" 890
"24626" "ENSG00000239694" NA
"24627" "ENSG00000277791" 5691
"24628" "ENSG00000253809" NA
"24629" "ENSG00000064012" 841
"24630" "ENSG00000259773" NA
"24631" "ENSG00000277587" NA
"24632" "ENSG00000213882" NA
"24633" "ENSG00000138600" 84888
"24634" "ENSG00000265203" 5949
"24635" "ENSG00000267490" NA
"24636" "ENSG00000112280" 1297
"24637" "ENSG00000228935" NA
"24638" "ENSG00000214161" NA
"24639" "ENSG00000267612" NA
"24640" "ENSG00000175352" 56675
"24641" "ENSG00000133488" 284904
"24642" "ENSG00000078674" 5108
"24643" "ENSG00000048707" 55187
"24644" "ENSG00000110066" 51111
"24645" "ENSG00000016602" 22802
"24646" "ENSG00000265763" 118738
"24647" "ENSG00000204701" 442186
"24648" "ENSG00000183506" NA
"24649" "ENSG00000135749" 80003
"24650" "ENSG00000249266" NA
"24651" "ENSG00000230534" NA
"24652" "ENSG00000237341" NA
"24653" "ENSG00000196436" 440348
"24654" "ENSG00000102003" 6855
"24655" "ENSG00000230492" NA
"24656" "ENSG00000260786" NA
"24657" "ENSG00000269952" NA
"24658" "ENSG00000091129" 4897
"24659" "ENSG00000276822" NA
"24660" "ENSG00000227206" NA
"24661" "ENSG00000253387" NA
"24662" "ENSG00000254053" NA
"24663" "ENSG00000132671" 6754
"24664" "ENSG00000245928" NA
"24665" "ENSG00000287989" NA
"24666" "ENSG00000138755" 4283
"24667" "ENSG00000253763" NA
"24668" "ENSG00000234646" 105372569
"24669" "ENSG00000186063" 64853
"24670" "ENSG00000203492" NA
"24671" "ENSG00000140839" 497190
"24672" "ENSG00000156531" 84295
"24673" "ENSG00000166398" 9710
"24674" "ENSG00000236915" NA
"24675" "ENSG00000284656" NA
"24676" "ENSG00000226745" NA
"24677" "ENSG00000225693" NA
"24678" "ENSG00000236184" NA
"24679" "ENSG00000124570" 5269
"24680" "ENSG00000224466" NA
"24681" "ENSG00000282190" NA
"24682" "ENSG00000204700" 26707
"24683" "ENSG00000241250" NA
"24684" "ENSG00000227040" NA
"24685" "ENSG00000255002" NA
"24686" "ENSG00000241269" NA
"24687" "ENSG00000106384" 346606
"24688" "ENSG00000178726" 7056
"24689" "ENSG00000181195" 5179
"24690" "ENSG00000281742" 64087
"24691" "ENSG00000235852" NA
"24692" "ENSG00000182095" 84629
"24693" "ENSG00000249868" NA
"24694" "ENSG00000108298" 6143
"24695" "ENSG00000229023" NA
"24696" "ENSG00000023572" 51022
"24697" "ENSG00000258878" NA
"24698" "ENSG00000237338" 100861507
"24699" "ENSG00000224233" NA
"24700" "ENSG00000115419" 2744
"24701" "ENSG00000250127" NA
"24702" "ENSG00000279665" NA
"24703" "ENSG00000128040" 6691
"24704" "ENSG00000259078" NA
"24705" "ENSG00000165502" 6166
"24706" "ENSG00000229399" NA
"24707" "ENSG00000258760" NA
"24708" "ENSG00000047056" 22884
"24709" "ENSG00000162819" 148362
"24710" "ENSG00000253541" NA
"24711" "ENSG00000258613" NA
"24712" "ENSG00000273118" NA
"24713" "ENSG00000249437" 4671
"24714" "ENSG00000261170" NA
"24715" "ENSG00000234308" NA
"24716" "ENSG00000246430" NA
"24717" "ENSG00000258377" NA
"24718" "ENSG00000214759" NA
"24719" "ENSG00000248475" NA
"24720" "ENSG00000168282" 4247
"24721" "ENSG00000257074" NA
"24722" "ENSG00000248733" NA
"24723" "ENSG00000248873" NA
"24724" "ENSG00000267219" NA
"24725" "ENSG00000152932" 115827
"24726" "ENSG00000233124" NA
"24727" "ENSG00000250860" NA
"24728" "ENSG00000182366" NA
"24729" "ENSG00000223373" NA
"24730" "ENSG00000254635" NA
"24731" "ENSG00000238037" NA
"24732" "ENSG00000270699" NA
"24733" "ENSG00000112964" 2690
"24734" "ENSG00000157303" 203328
"24735" "ENSG00000227994" NA
"24736" "ENSG00000254254" NA
"24737" "ENSG00000030419" 22807
"24738" "ENSG00000267679" NA
"24739" "ENSG00000095787" 51322
"24740" "ENSG00000187997" 100141515
"24741" "ENSG00000116750" 51377
"24742" "ENSG00000260613" NA
"24743" "ENSG00000271329" NA
"24744" "ENSG00000229409" NA
"24745" "ENSG00000236388" NA
"24746" "ENSG00000253139" NA
"24747" "ENSG00000249526" NA
"24748" "ENSG00000240412" NA
"24749" "ENSG00000249131" NA
"24750" "ENSG00000125971" 83658
"24751" "ENSG00000171357" 541468
"24752" "ENSG00000227850" NA
"24753" "ENSG00000211938" NA
"24754" "ENSG00000279494" NA
"24755" "ENSG00000282639" NA
"24756" "ENSG00000100426" 9889
"24757" "ENSG00000234147" NA
"24758" "ENSG00000149300" 91894
"24759" "ENSG00000278310" 100132565
"24760" "ENSG00000217684" NA
"24761" "ENSG00000276293" 8396
"24762" "ENSG00000115310" 57142
"24763" "ENSG00000234338" NA
"24764" "ENSG00000188365" NA
"24765" "ENSG00000285875" NA
"24766" "ENSG00000279373" NA
"24767" "ENSG00000164638" 222962
"24768" "ENSG00000237897" NA
"24769" "ENSG00000251387" NA
"24770" "ENSG00000271792" NA
"24771" "ENSG00000178301" 282679
"24772" "ENSG00000198183" 51297
"24773" "ENSG00000203266" NA
"24774" "ENSG00000254445" NA
"24775" "ENSG00000141574" 6398
"24776" "ENSG00000179085" 54344
"24777" "ENSG00000288086" NA
"24778" "ENSG00000176920" 2524
"24779" "ENSG00000280220" NA
"24780" "ENSG00000275895" 102724594
"24781" "ENSG00000267515" NA
"24782" "ENSG00000170276" 3316
"24783" "ENSG00000282611" NA
"24784" "ENSG00000074201" 1207
"24785" "ENSG00000128789" 56984
"24786" "ENSG00000164576" 79685
"24787" "ENSG00000117000" 6018
"24788" "ENSG00000282352" NA
"24789" "ENSG00000015568" 84220
"24790" "ENSG00000268471" NA
"24791" "ENSG00000274473" 6343
"24792" "ENSG00000109846" 1410
"24793" "ENSG00000234933" NA
"24794" "ENSG00000243417" NA
"24795" "ENSG00000232952" NA
"24796" "ENSG00000223452" NA
"24797" "ENSG00000240669" NA
"24798" "ENSG00000181741" NA
"24799" "ENSG00000077097" 7155
"24800" "ENSG00000282479" NA
"24801" "ENSG00000105499" 8605
"24802" "ENSG00000183696" 7378
"24803" "ENSG00000276825" 1815
"24804" "ENSG00000233585" NA
"24805" "ENSG00000248571" NA
"24806" "ENSG00000261938" NA
"24807" "ENSG00000170006" 201799
"24808" "ENSG00000214604" NA
"24809" "ENSG00000188827" 84464
"24810" "ENSG00000265190" 653145
"24811" "ENSG00000236697" 63940
"24812" "ENSG00000143318" 844
"24813" "ENSG00000113196" 9421
"24814" "ENSG00000282779" NA
"24815" "ENSG00000217889" NA
"24816" "ENSG00000282038" NA
"24817" "ENSG00000260081" NA
"24818" "ENSG00000175279" 378708
"24819" "ENSG00000282073" NA
"24820" "ENSG00000282224" NA
"24821" "ENSG00000282060" NA
"24822" "ENSG00000282696" NA
"24823" "ENSG00000141552" 51529
"24824" "ENSG00000282169" NA
"24825" "ENSG00000282660" NA
"24826" "ENSG00000112335" 8724
"24827" "ENSG00000271989" NA
"24828" "ENSG00000262919" 92002
"24829" "ENSG00000282368" NA
"24830" "ENSG00000205683" 8110
"24831" "ENSG00000205267" NA
"24832" "ENSG00000282118" NA
"24833" "ENSG00000241563" 1325
"24834" "ENSG00000262513" NA
"24835" "ENSG00000282023" NA
"24836" "ENSG00000282004" NA
"24837" "ENSG00000251503" 100526739
"24838" "ENSG00000169989" 201798
"24839" "ENSG00000001084" 2729
"24840" "ENSG00000232339" 4855
"24841" "ENSG00000233047" NA
"24842" "ENSG00000275151" NA
"24843" "ENSG00000124207" 1434
"24844" "ENSG00000169981" 7584
"24845" "ENSG00000257067" NA
"24846" "ENSG00000274882" NA
"24847" "ENSG00000102886" 79153
"24848" "ENSG00000278480" NA
"24849" "ENSG00000237480" NA
"24850" "ENSG00000244259" NA
"24851" "ENSG00000233511" NA
"24852" "ENSG00000254293" NA
"24853" "ENSG00000279969" NA
"24854" "ENSG00000283148" NA
"24855" "ENSG00000188120" 1617
"24856" "ENSG00000278550" 124935
"24857" "ENSG00000154438" 136991
"24858" "ENSG00000283511" NA
"24859" "ENSG00000267741" NA
"24860" "ENSG00000230932" NA
"24861" "ENSG00000278461" 92259
"24862" "ENSG00000164080" 23132
"24863" "ENSG00000196605" 162993
"24864" "ENSG00000216548" NA
"24865" "ENSG00000116205" 127428
"24866" "ENSG00000102145" 2623
"24867" "ENSG00000187792" 7621
"24868" "ENSG00000235584" NA
"24869" "ENSG00000261367" NA
"24870" "ENSG00000275371" NA
"24871" "ENSG00000176853" 157769
"24872" "ENSG00000196345" 55888
"24873" "ENSG00000214867" NA
"24874" "ENSG00000160161" 148113
"24875" "ENSG00000278496" NA
"24876" "ENSG00000135175" 4951
"24877" "ENSG00000152484" 219333
"24878" "ENSG00000105767" 199731
"24879" "ENSG00000165506" 55172
"24880" "ENSG00000225183" NA
"24881" "ENSG00000223446" NA
"24882" "ENSG00000253886" NA
"24883" "ENSG00000253971" NA
"24884" "ENSG00000253146" NA
"24885" "ENSG00000247317" NA
"24886" "ENSG00000286562" NA
"24887" "ENSG00000230248" NA
"24888" "ENSG00000178977" NA
"24889" "ENSG00000258450" NA
"24890" "ENSG00000234155" NA
"24891" "ENSG00000227286" NA
"24892" "ENSG00000229688" NA
"24893" "ENSG00000182722" NA
"24894" "ENSG00000237510" NA
"24895" "ENSG00000228164" NA
"24896" "ENSG00000160932" 4061
"24897" "ENSG00000187242" 3859
"24898" "ENSG00000101624" 79959
"24899" "ENSG00000267370" NA
"24900" "ENSG00000238249" NA
"24901" "ENSG00000213640" NA
"24902" "ENSG00000232208" NA
"24903" "ENSG00000286965" NA
"24904" "ENSG00000269420" NA
"24905" "ENSG00000266950" NA
"24906" "ENSG00000287869" NA
"24907" "ENSG00000231254" NA
"24908" "ENSG00000279447" NA
"24909" "ENSG00000232663" NA
"24910" "ENSG00000279199" NA
"24911" "ENSG00000216439" NA
"24912" "ENSG00000230598" NA
"24913" "ENSG00000272716" NA
"24914" "ENSG00000136152" 83548
"24915" "ENSG00000224683" NA
"24916" "ENSG00000286334" NA
"24917" "ENSG00000270990" NA
"24918" "ENSG00000260830" NA
"24919" "ENSG00000232931" NA
"24920" "ENSG00000139793" 10150
"24921" "ENSG00000214960" 729920
"24922" "ENSG00000232977" NA
"24923" "ENSG00000224421" NA
"24924" "ENSG00000183258" 51428
"24925" "ENSG00000106560" 26157
"24926" "ENSG00000228107" NA
"24927" "ENSG00000288063" NA
"24928" "ENSG00000273199" NA
"24929" "ENSG00000231325" 80741
"24930" "ENSG00000265359" NA
"24931" "ENSG00000084092" 84273
"24932" "ENSG00000239600" NA
"24933" "ENSG00000232162" NA
"24934" "ENSG00000159259" 8208
"24935" "ENSG00000282782" NA
"24936" "ENSG00000236437" NA
"24937" "ENSG00000164081" 51368
"24938" "ENSG00000275138" NA
"24939" "ENSG00000278945" NA
"24940" "ENSG00000213394" NA
"24941" "ENSG00000237937" NA
"24942" "ENSG00000275094" NA
"24943" "ENSG00000273287" NA
"24944" "ENSG00000178460" 157777
"24945" "ENSG00000286452" NA
"24946" "ENSG00000213445" 6494
"24947" "ENSG00000213752" NA
"24948" "ENSG00000259828" NA
"24949" "ENSG00000273634" NA
"24950" "ENSG00000269949" NA
"24951" "ENSG00000282677" NA
"24952" "ENSG00000128218" 29802
"24953" "ENSG00000285936" NA
"24954" "ENSG00000084093" 5978
"24955" "ENSG00000248134" NA
"24956" "ENSG00000100373" 7380
"24957" "ENSG00000282536" NA
"24958" "ENSG00000267582" NA
"24959" "ENSG00000132003" 65249
"24960" "ENSG00000144188" NA
"24961" "ENSG00000175130" 65108
"24962" "ENSG00000282712" 10522
"24963" "ENSG00000176909" 284358
"24964" "ENSG00000125810" 22918
"24965" "ENSG00000282715" NA
"24966" "ENSG00000230343" NA
"24967" "ENSG00000163687" 1776
"24968" "ENSG00000267519" NA
"24969" "ENSG00000236847" NA
"24970" "ENSG00000140365" 54939
"24971" "ENSG00000109991" 5024
"24972" "ENSG00000159256" 23515
"24973" "ENSG00000242524" NA
"24974" "ENSG00000146005" 84249
"24975" "ENSG00000213911" NA
"24976" "ENSG00000282598" NA
"24977" "ENSG00000204697" NA
"24978" "ENSG00000270748" NA
"24979" "ENSG00000197171" NA
"24980" "ENSG00000281988" 6011
"24981" "ENSG00000271402" NA
"24982" "ENSG00000213203" 170575
"24983" "ENSG00000218351" NA
"24984" "ENSG00000233746" NA
"24985" "ENSG00000171431" 54474
"24986" "ENSG00000165837" 220081
"24987" "ENSG00000241134" NA
"24988" "ENSG00000281887" 100527949
"24989" "ENSG00000164104" 3148
"24990" "ENSG00000270513" NA
"24991" "ENSG00000279164" NA
"24992" "ENSG00000235899" NA
"24993" "ENSG00000204670" NA
"24994" "ENSG00000196329" 55340
"24995" "ENSG00000204695" 442191
"24996" "ENSG00000282664" NA
"24997" "ENSG00000249379" NA
"24998" "ENSG00000230056" NA
"24999" "ENSG00000164587" 6208
"25000" "ENSG00000233775" NA
"25001" "ENSG00000232786" NA
"25002" "ENSG00000231683" NA
"25003" "ENSG00000233509" NA
"25004" "ENSG00000264424" 4622
"25005" "ENSG00000156575" 10394
"25006" "ENSG00000186448" 10168
"25007" "ENSG00000186448" 110354863
"25008" "ENSG00000244355" 58530
"25009" "ENSG00000244355" 110599563
"25010" "ENSG00000280346" NA
"25011" "ENSG00000279226" NA
"25012" "ENSG00000177590" NA
"25013" "ENSG00000278927" NA
"25014" "ENSG00000286416" NA
"25015" "ENSG00000231327" NA
"25016" "ENSG00000204424" 259215
"25017" "ENSG00000116221" 51253
"25018" "ENSG00000125730" 718
"25019" "ENSG00000243910" 80086
"25020" "ENSG00000204694" 26531
"25021" "ENSG00000187556" 342977
"25022" "ENSG00000169314" 150248
"25023" "ENSG00000225828" 100128071
"25024" "ENSG00000276704" NA
"25025" "ENSG00000125249" 5911
"25026" "ENSG00000267249" NA
"25027" "ENSG00000214814" 654463
"25028" "ENSG00000267199" NA
"25029" "ENSG00000250641" 110599563
"25030" "ENSG00000163516" 55139
"25031" "ENSG00000235934" NA
"25032" "ENSG00000280236" 26529
"25033" "ENSG00000157152" 6854
"25034" "ENSG00000162526" 81629
"25035" "ENSG00000204334" 285141
"25036" "ENSG00000276573" NA
"25037" "ENSG00000134278" 56907
"25038" "ENSG00000101210" 1917
"25039" "ENSG00000245910" NA
"25040" "ENSG00000204422" NA
"25041" "ENSG00000206474" 442194
"25042" "ENSG00000125414" 4620
"25043" "ENSG00000276076" 102724652
"25044" "ENSG00000162734" 8682
"25045" "ENSG00000253868" NA
"25046" "ENSG00000125388" 2868
"25047" "ENSG00000239467" 285141
"25048" "ENSG00000277881" NA
"25049" "ENSG00000181171" NA
"25050" "ENSG00000267446" NA
"25051" "ENSG00000251608" 26530
"25052" "ENSG00000250479" 400916
"25053" "ENSG00000226876" NA
"25054" "ENSG00000204427" 7920
"25055" "ENSG00000254249" NA
"25056" "ENSG00000229299" NA
"25057" "ENSG00000230184" NA
"25058" "ENSG00000243729" 81696
"25059" "ENSG00000157211" 200008
"25060" "ENSG00000254000" NA
"25061" "ENSG00000145214" 1609
"25062" "ENSG00000214820" NA
"25063" "ENSG00000253885" NA
"25064" "ENSG00000101246" 10139
"25065" "ENSG00000185420" 64754
"25066" "ENSG00000077092" 5915
"25067" "ENSG00000272077" NA
"25068" "ENSG00000150722" 151242
"25069" "ENSG00000236869" NA
"25070" "ENSG00000250727" NA
"25071" "ENSG00000112462" 81797
"25072" "ENSG00000144792" 285349
"25073" "ENSG00000157216" 23648
"25074" "ENSG00000099953" 4320
"25075" "ENSG00000227741" NA
"25076" "ENSG00000144036" 23233
"25077" "ENSG00000158402" 995
"25078" "ENSG00000126945" 3188
"25079" "ENSG00000108639" 9144
"25080" "ENSG00000128692" NA
"25081" "ENSG00000102393" 2717
"25082" "ENSG00000222033" NA
"25083" "ENSG00000086730" 7462
"25084" "ENSG00000282651" NA
"25085" "ENSG00000204335" 389058
"25086" "ENSG00000286611" NA
"25087" "ENSG00000151418" 127124
"25088" "ENSG00000128683" 2571
"25089" "ENSG00000282390" NA
"25090" "ENSG00000229205" NA
"25091" "ENSG00000276925" NA
"25092" "ENSG00000205696" NA
"25093" "ENSG00000114650" 22937
"25094" "ENSG00000272576" NA
"25095" "ENSG00000225111" NA
"25096" "ENSG00000243929" NA
"25097" "ENSG00000178385" 389072
"25098" "ENSG00000287043" NA
"25099" "ENSG00000270342" NA
"25100" "ENSG00000188993" 339977
"25101" "ENSG00000135040" 60560
"25102" "ENSG00000213958" NA
"25103" "ENSG00000270976" NA
"25104" "ENSG00000185736" 105
"25105" "ENSG00000184164" 79174
"25106" "ENSG00000233449" NA
"25107" "ENSG00000262488" NA
"25108" "ENSG00000232551" NA
"25109" "ENSG00000279208" NA
"25110" "ENSG00000163069" 6443
"25111" "ENSG00000279864" NA
"25112" "ENSG00000251656" NA
"25113" "ENSG00000287091" NA
"25114" "ENSG00000249092" NA
"25115" "ENSG00000135577" 4829
"25116" "ENSG00000054219" 4065
"25117" "ENSG00000279211" NA
"25118" "ENSG00000286271" NA
"25119" "ENSG00000127415" 3425
"25120" "ENSG00000204277" NA
"25121" "ENSG00000241343" 6173
"25122" "ENSG00000166183" 374569
"25123" "ENSG00000250722" 6414
"25124" "ENSG00000286103" NA
"25125" "ENSG00000267737" NA
"25126" "ENSG00000139546" 6895
"25127" "ENSG00000236822" NA
"25128" "ENSG00000157150" 7079
"25129" "ENSG00000270983" NA
"25130" "ENSG00000084463" 51729
"25131" "ENSG00000233052" NA
"25132" "ENSG00000280081" NA
"25133" "ENSG00000237460" NA
"25134" "ENSG00000211941" NA
"25135" "ENSG00000223881" NA
"25136" "ENSG00000149243" 283212
"25137" "ENSG00000254215" NA
"25138" "ENSG00000228568" NA
"25139" "ENSG00000254174" NA
"25140" "ENSG00000279783" NA
"25141" "ENSG00000211942" NA
"25142" "ENSG00000164105" 8819
"25143" "ENSG00000253412" NA
"25144" "ENSG00000184557" 9021
"25145" "ENSG00000253709" NA
"25146" "ENSG00000170262" 56246
"25147" "ENSG00000226642" NA
"25148" "ENSG00000241431" NA
"25149" "ENSG00000225222" NA
"25150" "ENSG00000272870" 105377540
"25151" "ENSG00000235096" NA
"25152" "ENSG00000211943" NA
"25153" "ENSG00000271573" NA
"25154" "ENSG00000251040" NA
"25155" "ENSG00000253458" NA
"25156" "ENSG00000233026" NA
"25157" "ENSG00000254055" 105375851
"25158" "ENSG00000276980" NA
"25159" "ENSG00000282058" NA
"25160" "ENSG00000125734" 56927
"25161" "ENSG00000160284" 84221
"25162" "ENSG00000211944" NA
"25163" "ENSG00000257529" 100529097
"25164" "ENSG00000276485" 100132202
"25165" "ENSG00000283948" NA
"25166" "ENSG00000232623" NA
"25167" "ENSG00000254046" NA
"25168" "ENSG00000282531" NA
"25169" "ENSG00000270328" NA
"25170" "ENSG00000115145" 10254
"25171" "ENSG00000142207" 9875
"25172" "ENSG00000282090" NA
"25173" "ENSG00000273894" NA
"25174" "ENSG00000273061" 101929351
"25175" "ENSG00000127824" 7277
"25176" "ENSG00000276005" NA
"25177" "ENSG00000231791" NA
"25178" "ENSG00000226112" NA
"25179" "ENSG00000280429" NA
"25180" "ENSG00000271387" NA
"25181" "ENSG00000262380" NA
"25182" "ENSG00000263335" NA
"25183" "ENSG00000287760" NA
"25184" "ENSG00000077264" 5063
"25185" "ENSG00000139644" 7009
"25186" "ENSG00000274698" NA
"25187" "ENSG00000230872" NA
"25188" "ENSG00000241334" NA
"25189" "ENSG00000133392" 4629
"25190" "ENSG00000133020" 4626
"25191" "ENSG00000237296" NA
"25192" "ENSG00000285263" NA
"25193" "ENSG00000258748" NA
"25194" "ENSG00000213877" NA
"25195" "ENSG00000273772" 6606
"25196" "ENSG00000273772" 6607
"25197" "ENSG00000179583" 4261
"25198" "ENSG00000229421" NA
"25199" "ENSG00000288105" NA
"25200" "ENSG00000273047" NA
"25201" "ENSG00000248672" 100526664
"25202" "ENSG00000139151" 89869
"25203" "ENSG00000130584" 140685
"25204" "ENSG00000240752" NA
"25205" "ENSG00000286378" NA
"25206" "ENSG00000232036" NA
"25207" "ENSG00000264813" NA
"25208" "ENSG00000145217" 10861
"25209" "ENSG00000116667" 81563
"25210" "ENSG00000169855" 6091
"25211" "ENSG00000272157" NA
"25212" "ENSG00000277586" 4747
"25213" "ENSG00000234272" NA
"25214" "ENSG00000103657" 8925
"25215" "ENSG00000224353" NA
"25216" "ENSG00000231531" NA
"25217" "ENSG00000115661" 8576
"25218" "ENSG00000159640" 1636
"25219" "ENSG00000255254" NA
"25220" "ENSG00000223901" NA
"25221" "ENSG00000203896" 54923
"25222" "ENSG00000223666" 63943
"25223" "ENSG00000285847" NA
"25224" "ENSG00000160285" 4047
"25225" "ENSG00000280839" NA
"25226" "ENSG00000230470" NA
"25227" "ENSG00000279632" NA
"25228" "ENSG00000165516" 23588
"25229" "ENSG00000249971" NA
"25230" "ENSG00000172250" NA
"25231" "ENSG00000120709" 51307
"25232" "ENSG00000280425" NA
"25233" "ENSG00000149532" 79869
"25234" "ENSG00000198711" NA
"25235" "ENSG00000180658" 79541
"25236" "ENSG00000223658" 728819
"25237" "ENSG00000256407" NA
"25238" "ENSG00000257122" NA
"25239" "ENSG00000064115" 51768
"25240" "ENSG00000229695" NA
"25241" "ENSG00000236761" 643854
"25242" "ENSG00000198865" 100129792
"25243" "ENSG00000214970" NA
"25244" "ENSG00000152527" 130271
"25245" "ENSG00000262603" NA
"25246" "ENSG00000154269" 5169
"25247" "ENSG00000263022" 8688
"25248" "ENSG00000260790" NA
"25249" "ENSG00000215883" 606495
"25250" "ENSG00000251602" NA
"25251" "ENSG00000105717" 80714
"25252" "ENSG00000272736" NA
"25253" "ENSG00000243716" 100132247
"25254" "ENSG00000262040" NA
"25255" "ENSG00000182979" 9112
"25256" "ENSG00000109061" 4619
"25257" "ENSG00000163462" 80128
"25258" "ENSG00000243509" 8771
"25259" "ENSG00000272234" NA
"25260" "ENSG00000249516" NA
"25261" "ENSG00000280807" 114791
"25262" "ENSG00000251163" NA
"25263" "ENSG00000234350" NA
"25264" "ENSG00000026036" NA
"25265" "ENSG00000189306" 27341
"25266" "ENSG00000267261" NA
"25267" "ENSG00000259242" NA
"25268" "ENSG00000267178" NA
"25269" "ENSG00000239282" 652968
"25270" "ENSG00000230387" 100505664
"25271" "ENSG00000108774" 5878
"25272" "ENSG00000188383" NA
"25273" "ENSG00000287663" NA
"25274" "ENSG00000259163" NA
"25275" "ENSG00000281076" NA
"25276" "ENSG00000282107" 348013
"25277" "ENSG00000136536" 64844
"25278" "ENSG00000258935" NA
"25279" "ENSG00000225632" NA
"25280" "ENSG00000255552" NA
"25281" "ENSG00000227893" NA
"25282" "ENSG00000165914" 145567
"25283" "ENSG00000234834" 3116
"25284" "ENSG00000182858" 79087
"25285" "ENSG00000281149" NA
"25286" "ENSG00000259277" NA
"25287" "ENSG00000224929" NA
"25288" "ENSG00000238100" NA
"25289" "ENSG00000034053" 321
"25290" "ENSG00000273154" NA
"25291" "ENSG00000196859" 390792
"25292" "ENSG00000112357" 5191
"25293" "ENSG00000150433" 219854
"25294" "ENSG00000163521" 79411
"25295" "ENSG00000247903" NA
"25296" "ENSG00000166787" 6290
"25297" "ENSG00000231208" NA
"25298" "ENSG00000127452" 54850
"25299" "ENSG00000259589" NA
"25300" "ENSG00000125520" 56731
"25301" "ENSG00000234477" NA
"25302" "ENSG00000108244" 25984
"25303" "ENSG00000165233" 84270
"25304" "ENSG00000272975" NA
"25305" "ENSG00000287044" NA
"25306" "ENSG00000255648" NA
"25307" "ENSG00000238079" NA
"25308" "ENSG00000255993" NA
"25309" "ENSG00000271608" NA
"25310" "ENSG00000130803" 57693
"25311" "ENSG00000238055" NA
"25312" "ENSG00000211945" NA
"25313" "ENSG00000260325" 94086
"25314" "ENSG00000253883" NA
"25315" "ENSG00000135537" 246269
"25316" "ENSG00000271201" NA
"25317" "ENSG00000267658" NA
"25318" "ENSG00000211946" NA
"25319" "ENSG00000217416" NA
"25320" "ENSG00000249579" NA
"25321" "ENSG00000108773" 2648
"25322" "ENSG00000248185" NA
"25323" "ENSG00000104331" 54928
"25324" "ENSG00000270369" NA
"25325" "ENSG00000189090" 100133093
"25326" "ENSG00000213109" NA
"25327" "ENSG00000267119" NA
"25328" "ENSG00000273192" NA
"25329" "ENSG00000270175" NA
"25330" "ENSG00000211947" NA
"25331" "ENSG00000099992" 83874
"25332" "ENSG00000164900" 2636
"25333" "ENSG00000133818" 22800
"25334" "ENSG00000253957" NA
"25335" "ENSG00000253345" NA
"25336" "ENSG00000254045" NA
"25337" "ENSG00000211949" NA
"25338" "ENSG00000127863" 55504
"25339" "ENSG00000140743" 1039
"25340" "ENSG00000132016" 79173
"25341" "ENSG00000211950" NA
"25342" "ENSG00000163686" 57406
"25343" "ENSG00000274501" NA
"25344" "ENSG00000238275" NA
"25345" "ENSG00000178921" 5198
"25346" "ENSG00000197114" 84619
"25347" "ENSG00000204172" 642517
"25348" "ENSG00000214460" NA
"25349" "ENSG00000276210" NA
"25350" "ENSG00000234937" NA
"25351" "ENSG00000185499" 4582
"25352" "ENSG00000253441" NA
"25353" "ENSG00000253367" NA
"25354" "ENSG00000227072" NA
"25355" "ENSG00000251079" NA
"25356" "ENSG00000279498" NA
"25357" "ENSG00000011422" 5329
"25358" "ENSG00000211951" NA
"25359" "ENSG00000116580" 54856
"25360" "ENSG00000179826" 117195
"25361" "ENSG00000253462" NA
"25362" "ENSG00000171067" 53838
"25363" "ENSG00000260635" NA
"25364" "ENSG00000224919" NA
"25365" "ENSG00000255138" NA
"25366" "ENSG00000254929" NA
"25367" "ENSG00000271625" NA
"25368" "ENSG00000251142" NA
"25369" "ENSG00000228404" NA
"25370" "ENSG00000179817" 117196
"25371" "ENSG00000258437" NA
"25372" "ENSG00000253301" NA
"25373" "ENSG00000213315" NA
"25374" "ENSG00000227055" NA
"25375" "ENSG00000226134" NA
"25376" "ENSG00000285562" NA
"25377" "ENSG00000258716" NA
"25378" "ENSG00000282311" NA
"25379" "ENSG00000287894" NA
"25380" "ENSG00000241399" 9936
"25381" "ENSG00000255470" NA
"25382" "ENSG00000288025" NA
"25383" "ENSG00000286182" NA
"25384" "ENSG00000280633" NA
"25385" "ENSG00000288055" NA
"25386" "ENSG00000254857" NA
"25387" "ENSG00000164106" 11341
"25388" "ENSG00000254333" NA
